Sesotho	English
paente, dipaente	pint (<Eng)
baete, dibaete	byte (computers) (<Eng)
paka, dipaka	park (n.)
paka	testify (v.)
paka	park (v.)
paka ya dikharavene	caravan park
paka-paka	flutter about (v.)
pakatetso, dipakatetso	sandal
pakela	pack (v.)
pakela	testify about (v.)
pakelana	testify about each other (v.)
pakelo, dipakelo,; bopaki	testimony
pakolla	open up (v.)
pakolla	unpack (v.)
phakwe, diphakwe	hawk [Any from the Falconidae family]
pala, dipala	burns caused by sitting to close to the fire
pala	be fierce (v.)
pala	be great (v.)
pala	be obstinate (v.)
palabongata, dipalabongata	census
palama	ride (v.)
palamente, dipalamente	parliament
palamo	riding (n.)
palaola	to sound an alarm (v.)
pale, dipale	history
pale, dipale	novel 
pale, dipale	story
pale, dipale	tale
paleho	flight
paleisi, dipaleisi	palace
Palesa (lebitso)	Flower (female name)
palesa, dipalesa	flower
Palladiamo	Palladium (Pd) [Element]
palo, dipalo	pole
palo, dipalo	digit
palo, dipalo	number
palo, dipalo	numeral
Palo e ka borwa 	South Pole
Palo e ka leboya 	North Pole
palo ya baenari, dipalo tsa baenari	binary numbers
palo ya batho	census
palo ya dikepe	mast of a boat
palo ya leqephe	page count
palokaofela, dipalokaofela	sum
palokatiso, dipalokatiso	factor
palokatisotlwaela, dipalokatisotlwaela	common factor
pampiri, dipampiri	paper (<Afr: papier)
pampiri ya ho fekesa	fax paper
pampiri ya lithimase	litmus paper
pampiri ya ntlwana	toilet paper
pampunkisi	mumps (<Afr: pampoentjies)
panana, dipanana	banana (<Eng)
panda, dipanda	panda (<Eng)
pane, dipane	pan (<Eng)
pane ya dithole	dustpan
pantjhara, dipantjhara	puncture (n.) (<Eng)
panya	blink (v.)
panya	wink (v.)
panyapanya	flicker (v.)
panyo	wink (n.)
paola, dipaola	brazier
Paolosi	Paul (Biblical Name)
papa, dipapa	porridge
papadi, dipapadi	game
papadi, dipapadi	sport
papaela	roam (v.)
papatetsa	to hide ones thoughts (v.)
papatso, dipapatso	advertisement
papiso, dipapiso	analogy
papiso, dipapiso	comparison
parafini, diparafini	paraffin
Pareisi	Parys
parole, diparole	parole
paseka	Easter
pasepoto, dipasepoto	passport (<Eng)
pata	bury (v.)
pata	conceal (v.)
pata	hide (v.)
patata, dipatata	sweet potato (<Afr: patat)
paterone, dipaterone	pattern (<Afr: patroon)
patilweng	hidden
patisa	compress (v.)
patlisiso, dipatlisiso	investigation
patlisiso, dipatlisiso	reference
patlisiso ya lekgotla	inquest
patlo	search (n.)
patsane	whistling
patsi, dipatsi	firewood
pedi	two
peelano, peelano	condition (n.)
peeletso, dipeeletso	deposit (n.)
pefo	violence
peheletso, dipeheletso	engagement
peheletso, dipeheletso	reservation
peho, dipeho	report (n.)
pehohantsho ya lebala	field set
peineapole, dipeineapole	pineapple (<Afr: pynappel)
peipi, dipeipi	pipe (n.) (<Afr: pyp)
peiso, dipeiso	race (n.)
pejama, dipejama	pyjamas
peke, dipeke	pick (n.) (<Eng/Afr: pik)
pela, dipela	rock hyrax [Procavia capensis]
pela, dipela	dassie
pela, dipela	rock dassie
pela	along
pela	beside
pela	near
pelaelo, dipelaelo	doubt (n.)
pelaelo, dipelaelo	suspicion
pele	before
pele	first
pele	forward
pele	front
pele	further
pele	onward
pelehi	childbirth
peleho	Birth
pelekana	squint (v.)
pelo, dipelo	heart
pelwana, dipelwana	embryo
pene, dipene	pen (<Eng)
peneapole, dipeneapole	pineapple (<Afr: pynappel)
peninsula, dipeninsula	peninsula (<Eng)
pensele, dipensele	pencil (<Eng)
penta	paint (v.) (<Eng)
pente, dipente	paint (n.) (<Eng)
pente ya mahlo, dipente tsa mahlo	eye shadow
pente-pente, dipente-pente	pixel
penteri, dipenteri	pantry
penthakeramo, dipenthakeramo	pentagram (<Eng)
penti, dipenti	panty (<Eng)
penya	press
peo, dipeo	installation
peo, dipeo	seed
pepa	carry on back (v.)
pepere, dipepere	pepper
pepere e tala	green pepper
pere, dipere	horse [Equus caballus]
pere, dipere	pear (<Afr: peer)
Pere e wa e ena le maoto a mane (maele)	To err is human (proverb)
pere ya peiso	racehorse
perekisi, diperekisi	peach (<Afr: perske)
perese	purple (<Afr: pers)
perimetere, diperimetere	perimeter (<Eng)
perimetere ya sedikwedikwe	perimeter of a circle
periodiki	periodic (<Eng)
pesaleme, dipesaleme	psalm (<Eng)
pesetsa	continue (v.)
petale, diepetale	petal (<Eng)
peterolo, dipeterolo	petrol (<Eng)
Peterose	Peter (Biblical Name)
petjhe, dipetjhe	patch
petlekisa melomo	pout (v.)
petlileng	sceptic
peto	rape (n.)
Petsana	Reitz
petsana, dipetsana	foal
petsoha	split (v.)
phaella	gain (v.)
phaello	interest (n.)
phaello	profit (n.)
phaepe, diphaepe	pipe (<Eng)
phaha	serval [Felis serval]
phahama	rise (v.)
phahama	emerge (v.)
phahameng	high
phahameng ho feta	higher
phahamisa	elevate (v.)
phahamisa	lift (v.)
phahamisa	promote (v.)
phahamisa	raise (v.)
phahamisa	uphold (v.)
phahamiso, diphahamiso	promotion (n.)
Phahamo (lebitso)	Eminence (male name)
phahla	gap
phahlo, diphahlo	luggage
phahlo, diphahlo	parcel
phakete, diphakete,; sephuthelwana	packet (<Eng)
phakisa	accelarate (v.)
phakisa	hasten (v.)
phakisa	hurry (v.)
phakisang	fast
phakwe, diphakwe	hawk
phala	whistle (v.)
phala, diphala	impala [Aepyceros melampu]
phala e sefahleho se setsho	black-faced impala [Aepyceros melampus petersi]
phalla	flow (v.)
phalla	rush (v.)
phallang	fluid
phallela	come to the rescue to (v.)
phallela	rush to (v.)
phallo	departure
phallo	migration
phallo ya madi	bloodstream
phamokate	aids
phamola	snatch (v.)
phamotse	snatched  (v.)
phano ya madi	blood donation
phapano, diphapano	contrast
phapano, diphapano	difference
phapano e phahameng	high contrast
phaphalla	keep afloat (v.)
phaphama	wake up (v.)
phaphamala	float (v.)
phaposi, diphaposi	class room 
phaposi, diphaposi	room
phaposi ya ho pepela	maternity ward
phaposi ya ho rutela	classroom
phaposi ya kemelo	waiting room
phaposi ya matitjhere	staff room
phaposi ya mofofisi wa sefofane	cockpit
pharamediki, dipharamediki	paramedic (<Eng)
pharametara, dipharametara	parameter
pharu	hopping (of a bull frog)
phasekhale, diphasekhale	pascal (<Eng)
phatla, diphatla	forehead
phatlalatsa (v.)	issue
phatlalatsa (v.)	publish
phatlalatso	radiation
phatloha	burst (v.)
Phato	August
phatsa, diphatsa	computer chip
phatsima	glitter (v.)
phatsima	shine (v.)
phedisa	live (cause to ...) (v.)
pheella	insist (v.)
pheello	insistence
phefumoloha	breathe (v.)
phefumoloho	respiration
phefumoloho ya maiketsetso	artificial respiration
pheha	cook (v.)
pheha kgang	dispute (have ...)
phehela	cook for
phehli	pest
phehwa	cooked (be.)
pheko	cure (n.)
Pheko (lebitso)	Remedy / Cure (male name)
phekola	cure (v.)
phela	live (v.)
phelang	lively
phelekanyetsa	outwit (v.)
pheletso	outcome
pheletsong	maximum
pheletsong ya lefatshe	horizon
pheleu, dipheleu	ram
phema	avert (v.)
phema	avoid (v.)
phema	escape (v.)
phemutheishene, diphemutheishene	permutation
phenkwene, diphenkwene	penguin
phenshene, diphenshene	pension
phentulamo, diphentulamo	pendulum (<Eng)
phepelo ya madi	blood transfusion
phepeng	scorpion [Scorpionidae]
phepeng, diphepeng	scorpion
phephetsa	challenge (v.)
phephetsa	provoke (v.)
phephetso	challenge (n.)
phepo	nutrition
phepo ya letswele	breastfeeding
pherehlo	disturbance
Pherekgong	January
phesente, diphesente	percent
pheta	repeat (v.)
pheta	revise (v.)
pheta patlisiso	repeat search
phetapheto	repetition
phetapheto 	repetition 
phete, diphete	sanitary towel
phetela	relate (story) (v.) 
phetha	accomplish (v.)
phetha	complete (v.)
phetha	end (v.)
phetha	finish (v.)
phethahatso 	efficiency 
phethahetseng	perfect
Phethisi (lebitso)	Completion / Execution (male name)
phetho	end (n.)
phethoha	capsize (v.)
phethohelo	revolution
phethong ya retokse	redox reaction
phetla	browse
phetla	open (v.)
Phetoho (lebitso)	Change (male name)
phetoho, diphetoho	change (n.)
phetoho ya boitshwaro	behaviour change
phetohong ya khemikhale	chemical reaction
phetohong ya retokose	redox raction
phetolelo	conversion
phetolo, diphetolo	amendment
phetseng hantle	healthy
phifalo, diphifalo	eclipse
phihlello e babatsehang 	outstanding 
phihlello e haellang 	inadequate 
phihlello e kgabane 	meritorious 
phihlello e kgotsofatsang 	satisfactory 
phihlello e lekaneng 	adequate 
phihlello eo e leng karolwana feela 	partial 
phiksele, diphiksele	pixel (<Eng)
phinahano, diphinahano	contraction
phio, diphio	kidney
phiramiti, diphiramiti,; phiramiti	pyramid (<Eng)
phiri, diphiri	brown hyena [Hyaena brunnea]
phiri, diphiri	wolf
phirimana, diphirimana	evening
Phiritona	Heilbron
phodile	is cool
phodileng	cool
phodiso, diphodiso	cure (n.)
phofa	be delirious (v.)
phofa	rave (v.)
phofu, diphofu	eland [Taurotragus oryx]
phofu, diphofu	victim
Phofung	Mont-aux-Sources
phoka	dew
phokojwe, diphokojwe	black-backed jackal [Canis mesomelas]
phokojwe, diphokojwe	side-striped jackal [Canis adustus]
phokojwe e ditsebe tsa mankgane	bat-eared fox [Otocyon megalotis]
phokojwe e ditsebe tsa mankgane	Delalande's fox [Otocyon megalotis]
phokolo ya madi	anaemia
phokotso ya madi	bloodletting
phola	cool (become ...)
pholaroete	polaroid
pholeini, dipholeini	plane (<Eng)
pholekone, dipholekone	polygon (<Eng)
pholeshe ya manala, dipholeshe tsa manala	nail polish
pholihaeterone, dipholihaterone	polyhedron (<Eng)
pholimere, dipholimere	polymer (<Eng)
pholinomi	polynominal (<Eng)
pholinomiale	polynomial (<Eng)
pholla	caress (v.)
pholletso, dipholletso	raft
pholo, dipholo	ox
pholoho	salvation
pholosa	save (v.)
pholosa	rescue (v.)
pholoso	rescue (n.)
phoma	cut (v.)
phomola	rest (v.)
phomolo	holiday
phomolo	rest (n.)
phonyoha	escape (v.)
phoofo, diphoofo	mealie meal
phoofolo, diphoofolo	animal
phoofolo e nang le lesapo la mokokotlo	vertebrate
phoofolo e ratwang	pet (n.)
phopho, diphopho	pawpaw
phophotha	loosen soil
phophothomoholo, diphophothomoholo	middle finger
phori, diphori	thumb
phororo, diphororo	waterfall
phoso, diphoso	error
phoso, diphoso	fault
phoso, diphoso	mistake
phoso e fetileng	previous error
phoso e latelang	next error
phoso ya ka hare	internal error
photjhola	scald
phoulo, diphoulo	pole (<Eng)
phudueho	emotion
phufodi	steam
phula	current
phula	valley
phumano	acquisition
phumoha	bruise (become) (v.)
phumola	bruise (v.)
phumola	chafe
phumola	delete
phumola	wipe (v.)
phumola tlhaka ya searohanyi	delete separator character
phunya	pierce (v.)
phunyeletsa	penetrate (v.)
Phupjane	June
phupu, diphupu	bud
phupu, diphupu	funeral
Phupu	July
phutha	gather
phutheha	gather together
Phutheho (lebitso)	Congregation or collection (female name)
Phutheho (lebitso)	Congregation or collection (male name)
phutheho, diphutheho	conference
phutheho, diphutheho	congregation
phuthela	wrap (v.)
phuthi, diphuthi	blue duiker [Philantomba monticola]
phuthi, diphuthi	common duiker [Sylvicapra grimmia]
phuthi e kgubedu	red duiker
phuthi e kgubedu	Natal duiker [Cephalophus natal]
phuthiatsana	nyala [Tragelaphus angasi]
phuting	dessert
phutuhelo	raid
pidipidi, dipidipidi	duck [Any from family Anatidae]
pidisi, dipidisi	tablet
pikinike, dipikinike	picnic
pikitla	rub (v.)
pilisi, dipilisi	pill
pina, dipina	song
pina ya setjhaba, dipina tsa setjhaba	national anthem
Pinyane ha e senye motse (maele)	It is wise to keep certain things secret (proverb)
Piti (lebitso)	Name derived from Afrikaans name Piet (male name)
pitla, ditpitla	big stone
pitla, ditpitla	heavy stone
pitla	crush (v.)
pitsa, dipitsa	pot
pitsa e maoto a mararo	three-legged pot
pitsa ya tee	tea pot
pitsana	toilet
pitsi, dipitsi	zebra
pitsi ya naha	Chapman's zebra
pitsi ya naha	Burcell's zebra [Equus burchelli antiquorum]
pitso, dipitso	container (n.)
pitso, dipitso	meeting (n.)
pitso, dipitso	rally (n.)
pjatla	boil (porridge) (v.)
pjha	dry up (v.)
pjhamathe, dipjhamathe	interesting speech
Platinamo	Platinum (Pt) [Element]
Plutoniamo	Plutonium (Pu) [Element]
pobolo, dipobolo	groan (n.)
podi, dipodi	goat [Capra hircus]
Podingtserolo	Philippolis
Poding-tse-Rolo	Philippolis
pofa, dipofa	bulldog
poho, dipoho	bull
poho ya pere, dipoho tsa pere	stallion
pokano, dipokano	gathering
pokellano ya matshwao a lefu	syndrome
pokello	pile
pokello ya tsa boholoholo	museum
pola	thrash (v.)
polaka, dipolaka	plug (<Eng)
polanete, dipolanete	planet (<Eng/Afr: planeet)
polantare, dipolantare	planter
polao	murder
polao	slaughter
polasetara, dipolasetara	plaster (<Eng)
polasetike, dipolasetike	plastic (<Eng)
polasetike, dipolasetike	plastic bag
polasi, dipolasi	farm (<Afr: plaas)
polasing	on the farm
polasing	at the farm
polata, dipolata	flat-roofed house
polatefomo, dipolatefomo	platform
poleiti, dipoleiti	plate (<Eng)
poleiti ya ka thoko, dipoleti tsa ka thoko	side plate
poleleo, dipolelo	sentence
polelo, dipolelo	talk (n.)
polelokopane 	compound sentence 
polelomararane 	complex 
polesha	polish (<Eng) (v.)
poleshe, dipoleshe	polish (<Eng) (n.)
polikone, dipolikone	polygon (<Eng)
politiki	politics (<Eng)
Polo (from Polomashwashe) (lebitso)	Alligator (male name)
polokeho	safety
polokelo	safe (n.)
polokelo ya ditshwantsho	gallery
polokelo ya thepa	warehouse
Poloko (lebitso)	Safety (male name)
poloko	burial
poloko	reserve
poloko ya faele e hlolehile	saving file failed
serapa sa tsa tlhaho	nature reserve
Polokwane	Pietersburg
Poloniamo	Polonium (Po) [Element]
polotso	circumcision
poma	amputate (v.)
poma	cut off (v.)
pomelo, dipomelo	grapefruit (<Afr: pomelo)
pompa	pump (v.) (<Afr: pomp)
pompo, dipompo	pump (n.) (<Afr: pomp)
pompo, dipompo	tap (<Afr: pomp)
pompo ya baesekele, dipompo tsa baesekele	bicycle pump
pompo ya ho tima mollo	fire hydrant
pompo ya peterolo, dipompo tsa peterolo	petrol pump
pompong, dipompong	tap (<Afr: pomp)
pompong, dipompong	sweet (n.)
pona	wilt (v.)
pona	wither (v.)
ponahalo ya kopantshano	link image
ponelopele	preview
pono, dipono	sight
pono, dipono	view
pono, dipono	vision
pono ya 3D	3D view
pono ya boqapi	design view
pono ya SQL	SQL view
ponopono	naked
pontsheng	openly
pontsheng	public
pontsho, dipontsho	exhibition
pontsho, dipontsho	demonstration
pontsho, dipontsho	proof
pontsho, dipontsho	show (n.)
pontsho ya mehlolo	magic show
pontsho ya selaete	slide show
poone, dipoone	maize
poone, dipoone	mealies
popeho, dipopeho	tissue
popelo, dipopelo	womb
popi, dipopi	doll (<Afr: poppie)
popo, dipopo	mould
popoliri, dipopoliri	poplar
poraefete	private
poraema, diporaema	primus stove (<Eng)
poreima, diporeima	plum (<Afr: pruim)
porejeke, diporejeke	project 
porinki, diporinki	saucer
porinta	print
porisimi, diporisimi	prism (<Eng)
porisimi ya kgutlonne	rectangular prism
porofaele, diporofaele	profile 
porofaele ya moithuti 	learner portfolio
porofaele ya moithuti 	learner profile
porofaele ya titjhere 	teacher portfolio 
porofensi, diporofensi	province
porofeta	predict (v.)
porojeketara, diporojeketara	projector
porojeketara e behwang hodimo	overhead projector
poromothaemolotalabalehodimo	bromothymol blue
poropo, diporopo	stopper (<Afr: prop)
porotone, diporotone	proton (<Eng)
posa	post (v.) (<Afr: pos)
posa	mail (v.)
posekarete, diposekarete	postcard (<Afr: poskaart)
thomelo ya poso	postal order (<Eng)
poso, diposo	mail (n.) (<Afr: pos)
poso ya moya	airmail
posong, diposong	post office
pososelo	smile (n.)
posoyaemaili, diposoyaemaili	e-mail
pota	circumvent
potang, dipotang	uncertainty
potang, dipotang, 2]	doubt (n.)
Potassiamo	Potassium (K) [Element]
potefolio, dipotefolio	portfolio
potefoliyo, dipotefoliyo	portfolio
potlaka	rush (v.)
potloloto, dipotloloto	pencil (<Afr: potlood)
Potoketsi	Mozambique
potoloha	circulate (v.)
potoloha	revolve (v.)
potoloha	wallow (v.)
potoloho	circulation
potsana, dipotsana	index finger
potsanyane	kid
potso, ditposto	question
potso ya retoriki; potso e hlokang karabo 	rhetorical question 
pounama, dipounama	lip
poya, dipoya	milldew
Praseodymiamo	Praseodymium (Pr) [Element]
printa	print
printa (pl.diprinta)	printer
Pritoriya	Pretoria
Proaktiniamo	Proactinium (Pa) [Element]
profaele	profile
Prometiamo	Promethium (Pm) [Element]
protone, diprotone	proton (<Eng)
pshatla	break (v.)
pshatlehile	broken
pua, dipua	sandmole
pudula	bubble (v.)
pudulana	flake (v.)
pudumo	black wildebeest [Connochaetes gnou]
Pudungwana	November
puisano, dipuisano	communication
puisano, dipuisano	conversation
puisano, dipuisano	dialogue 
puisano, dipuisano	discussion
puisanong	chat
puiso	conversation
Pula (lebitso)	Rain (female name)
pula, dipula	rain (n.)
pula e a na	it is raining
pula e matla	heavy rain
Pulane (lebitso)	Rainy (female name)
Pule (lebitso)	Rainy / In the rain (male name)
Puleng (lebitso)	In or during the Rain (female name)
Puluto	Pluto
puo, dipuo	language
puo, dipuo	speech (n.)
puo, dipuo	talk (n.)
puo ya lapeng 	home language 
Puo ya Matshwao	Sign Language
Puo ya Matsoho 	Sign Language
Puo ya Tlatsetso ya Bobedi 	Second Additional Language 
Puo ya Tlatsetso ya Pele 	First Additional Language 
puong	weblog
pupeditsweng	overgrown
puruma	roar (v.)
puseletso, dipuseletso	compensation
putsa	compensate (v.)
putsa	pay (v.)
putsa	reward (v.)
putsang	profitable
putswa, diputswa	grey person
qabana	quarrel (v.)
qabang, diqabang	quarrel (n.)
qabatjhana, diqabatjhana	little finger
qabola	amuse (v.)
qabolang	amusing
qabolang	comic
qabolo	humour
qadile	started (have ...)
qadisa	initialize
qadisa	start
qahamisa	raise (v.)
qaka	problem
qala	begin (v.)
qala	cause (v.)
qala	provoke (v.)
qala	start (v.)
qala log	start log
qalo	beginning
qalo	start (n.)
qalong	in the beginning
qanthana, diqanthana	pool
qapa	compose
qapa	invent
qapo, diqapo	composition
qapo, diqapo	invention
qapodisa	pronounce good (v.)
qapodiso	pronunciation
qaqisetsa	enlighten (v.)
Qathlamba; Dithaba tsa maloti	Drakensberg mountains
qeaqea	hesitate (v.)
qeaqeo	uncertainty
qekisa	caress (v.)
qekisa	coax
qekisa	flatter (v.)
qela	beg (v.)
Qenehelo (lebitso)	Pity (female name)
qeta	finish (v.)
qetelang	last
qetella	complete (v.)
qetella	conclude (v.)
qetello	end (n.)
qetello e sa lebellwang ya faele	unexpected end of file
qetellong	ultimate
qetelo	finish
qeto, diqeto	conclusion
qhala	disperse (v.)
qhala	scatter (v.)
qhalakane	scattered (be ...) (v.)
qhalakanya	scatter (cause to ...) (v.)
qhalana	adjourn (v.)
qhana	saddle (v.)
qhaneha	saddle up (v.)
qhaqha	cut open (v.)
qhaqha	demolish (v.)
qhaqha	dismantle (v.)
qhaqha	pull down (v.)
qhaqhasela	shiver (v.)
qhaqholla	parse (v.)
qhaqholla	unravel (v.)
qhashoha	erupt (v.)
qhekanyetsa	cheat (v.)
qhekanyetsa	trick (v.)
qhela	exclude (v.)
qhibidiha	dissolve (v.)
qhibidiha	melt (v.)
qhiletsa	limp (v.)
qhobellane	crowded
qhobosheane, diqhobosheane	castle
qhobosheane, diqhobosheane	fort
qhobosheane, diqhobosheane	stronghold
qhoma	burst (v.)
qhoma	explode (v.)
qhomo	explosion
qhomo	outbreak
qhwaela	pin (v.)
qhwaya	wave (v.)
qibi, diqibi	otter
Qibing	Wepener
qoba	avoid (v.)
qoba	duck (v.)
qobella	compell
qobella	enforce
qobello	compulsion
qokofana, diqokofana	dwarf
qomatsi	trouble
qophella	persuade (v.)
qophello	persuasion
qophelo	edge
qoqa	chat (v.)
qoqa	converse (v.)
qoqa	discuss (v.)
qoqela	narrate (v.)
qoqopela	dancing by a woman (v.)
qoqotho, diqoqotho	throat
qoqothwane, diqoqothwane	larynx
qosa	accuse (v.)
qosa	charge (v.)
qoso, diqoso	accusation
qotoma	squat (v.)
qotsa	quote (v.)
qotsa	quote (v.)
qotso, diqotso	quotation
qotso, diqotso	quote (n.)
Quathlamba	Drakensberg mountains
qubu, diqubu	heap
qubu ya dithwele	refuse heap
qubu ya matlakala	rubbish heap
qwabi	African wild cat [Felis lybica]
qwabi	bush cat [Felis lybica]
qwaha, diqwaha	zebra
qwaha ya thaba	Hartmann's mountain zebra [Equus zebra hartmannae]
qwako	serval [Felis serval]
Qwaqwa	Witsieshoek
qwedisa	submerge (v.)
qwela	dive (v.)
qwelo	diving (n.)
raba, diraba	rubber (<Eng)
rabela	rebel
rabolloro, dirabolloro	revolver (<Eng)
radar, diradar	radar
Radiamo	Radium (Ra) [Element]
